2.700000000000000178e+00,1.885716666665784942e+02,4.935147291277766612e+01
4.200000000000000178e+00,2.250508333331286508e+02,4.320647072802221089e+01
3.799999999999999822e+00,2.482116666675644296e+02,5.363364541615163716e+01
4.700000000000000178e+00,2.161058333341194952e+02,3.514641182890202487e+01
4.200000000000000178e+00,2.477153333342344865e+02,4.459557285874944910e+01
4.599999999999999645e+00,2.231541666674785063e+02,3.346822699696695480e+01
3.799999999999999822e+00,2.305641666675054751e+02,3.530985634156468933e+01
4.799999999999999822e+00,2.144675000007802623e+02,3.379763508375610570e+01
4.099999999999999645e+00,2.449074999969296300e+02,5.581006077047631919e+01
4.400000000000000355e+00,2.300749999966519681e+02,4.625979888496943460e+01
4.500000000000000000e+00,2.284524999966755843e+02,4.724208389743103709e+01
4.400000000000000355e+00,2.449058333297694787e+02,6.671253157788351018e+01
3.600000000000000089e+00,2.620191666628537632e+02,4.304684310037065842e+01
3.899999999999999911e+00,2.339724999965952463e+02,4.869829847412875523e+01
4.400000000000000355e+00,2.212808333301132677e+02,3.437110354692308078e+01
3.899999999999999911e+00,2.592358333295609327e+02,8.995526458476592779e+01
4.599999999999999645e+00,2.053461666636784742e+02,3.608739614093368431e+01
4.400000000000000355e+00,2.128774999969022304e+02,2.714451741557302356e+01
4.000000000000000000e+00,2.300941666633183615e+02,3.945315184763450134e+01
4.400000000000000355e+00,2.505213333296877920e+02,5.636660624353746840e+01
4.599999999999999645e+00,2.156724999968615464e+02,3.192378993510425289e+01
4.599999999999999645e+00,2.270733333300289871e+02,5.344741749360186844e+01
4.400000000000000355e+00,2.406976666631640569e+02,5.786448235660878936e+01
4.000000000000000000e+00,2.632649999961689673e+02,3.923269667125590132e+01
4.000000000000000000e+00,2.684299999960938408e+02,6.387371612351468997e+01
4.500000000000000000e+00,2.247541666633960631e+02,4.035986001494793385e+01
3.899999999999999911e+00,2.559991666629413771e+02,4.873024703198622376e+01
4.799999999999999822e+00,2.055033333303428549e+02,2.955781995369568449e+01
4.500000000000000000e+00,2.224076666634302057e+02,4.751705596849547675e+01
4.599999999999999645e+00,2.269333333300310187e+02,4.159090213614745579e+01
4.200000000000000178e+00,2.162599999968529971e+02,3.465583500670704353e+01
4.599999999999999645e+00,2.205858333301233927e+02,3.798530817279349492e+01
4.400000000000000355e+00,2.239283333328877177e+02,5.028787607344706601e+01
3.899999999999999911e+00,2.487425000144787077e+02,2.899245823002128120e+01
4.500000000000000000e+00,2.318875000134976290e+02,4.834161749347002512e+01
4.000000000000000000e+00,2.500108333478859208e+02,7.002288396262274262e+01
4.099999999999999645e+00,2.382275000138666599e+02,5.547843866178861560e+01
4.099999999999999645e+00,2.544608333481448881e+02,6.940618460458071581e+01
3.799999999999999822e+00,2.450975000142665579e+02,4.806114165748915923e+01
4.200000000000000178e+00,2.253241666797822802e+02,3.878325889051640729e+01
4.400000000000000355e+00,2.306075000134231345e+02,3.793698166632303526e+01
3.899999999999999911e+00,2.332233333469087029e+02,3.500136885786089636e+01
4.500000000000000000e+00,2.032600000118312948e+02,2.856791565552043721e+01
4.700000000000000178e+00,2.165705000126060327e+02,4.691382846303871190e+01
4.099999999999999645e+00,2.229878333463129252e+02,2.538984542221680130e+01
4.500000000000000000e+00,2.082466666787881877e+02,3.527041018419457430e+01
4.099999999999999645e+00,2.509333333479395662e+02,6.529981504287506766e+01
4.400000000000000355e+00,2.320600000135076755e+02,4.805696128276976253e+01
4.099999999999999645e+00,2.589258333484048080e+02,6.192443843225258604e+01
4.599999999999999645e+00,2.312566666801275801e+02,3.402596441959311591e+01
4.500000000000000000e+00,2.189876666794134508e+02,2.724048030371579188e+01
4.200000000000000178e+00,2.426600000141246767e+02,3.364364861257610073e+01
4.200000000000000178e+00,2.225208333462857411e+02,4.043587809521973497e+01
4.200000000000000178e+00,2.404950000139986628e+02,5.176933548666458762e+01
3.799999999999999822e+00,2.206491666795101025e+02,4.132721325682125979e+01
4.599999999999999645e+00,2.162000000125844963e+02,4.371878227122628147e+01
4.000000000000000000e+00,2.626925000152907046e+02,3.693062661209172859e+01
4.900000000000000355e+00,1.954118333447077873e+02,3.008977893772780021e+01
4.200000000000000178e+00,2.280533333466077579e+02,3.536451720482392602e+01
4.700000000000000178e+00,2.044250000118991295e+02,2.891243647332195721e+01
8.199999999999999289e+00,1.223962500071243937e+02,3.116523349295191636e+01
7.900000000000000355e+00,1.248647023882204650e+02,3.964036124308997699e+01
8.599999999999999645e+00,1.180597420703640381e+02,2.820098146575256948e+01
7.099999999999999645e+00,1.373265119127553646e+02,3.180895364297823491e+01
7.799999999999999822e+00,1.312950595314518978e+02,4.069655420468279772e+01
8.099999999999999645e+00,1.253843849279321887e+02,2.797736087894884349e+01
7.599999999999999645e+00,1.301008452456680970e+02,3.600470154589071115e+01
7.799999999999999822e+00,1.257986904835128996e+02,3.511545468731338815e+01
8.199999999999999289e+00,1.189217063561284959e+02,2.526130714444518688e+01
7.099999999999999645e+00,1.416690476272938497e+02,5.140526092489785981e+01
7.799999999999999822e+00,1.279005595312542880e+02,4.099927575647067357e+01
7.599999999999999645e+00,1.267617261978546992e+02,3.142447059731683368e+01
8.099999999999999645e+00,1.250273214358489611e+02,3.391396599701553782e+01
7.299999999999999822e+00,1.289331666741715594e+02,3.028570093340952596e+01
8.099999999999999645e+00,1.205714285784467563e+02,3.066174352159786665e+01
8.400000000000000355e+00,1.154286309590997632e+02,3.064344398844131589e+01
4.299999999999999822e+00,2.206033333461741108e+02,3.761613918766767739e+01
4.400000000000000355e+00,2.079600000121048708e+02,3.603474903228085680e+01
4.400000000000000355e+00,2.280416666799404197e+02,4.899882329482237964e+01
3.899999999999999911e+00,2.796658333496120008e+02,7.160925845393148848e+01
3.799999999999999822e+00,2.782716666828641792e+02,5.665860767819660992e+01
3.899999999999999911e+00,2.558075000148899676e+02,6.033682922290739725e+01
4.099999999999999645e+00,2.357275000137211407e+02,4.377230968572887093e+01
