8.000000000000000000e+00,1.198099999999583645e+02,2.440148518450022763e+01
7.700000000000000178e+00,1.286224404760734785e+02,3.170205928890637637e+01
7.700000000000000178e+00,1.303874047623676802e+02,3.055192626653558108e+01
8.300000000000000711e+00,1.230624404766381730e+02,3.018852945033713198e+01
7.700000000000000178e+00,1.268285119052233085e+02,3.209916072245965779e+01
8.000000000000000000e+00,1.243682261909286524e+02,3.243255856502305789e+01
8.400000000000000355e+00,1.184520198417007748e+02,2.668649853577771935e+01
8.000000000000000000e+00,1.162687500004229832e+02,2.553029039618077434e+01
8.800000000000000711e+00,1.151198412685146621e+02,2.815219408355594055e+01
8.000000000000000000e+00,1.212288690458549354e+02,2.981963818218827100e+01
8.000000000000000000e+00,1.293140357124039497e+02,3.209160900577813180e+01
7.900000000000000355e+00,1.220072619029864711e+02,3.335226017256225362e+01
9.000000000000000000e+00,1.158614880935520830e+02,2.586364838509127750e+01
7.799999999999999822e+00,1.285881428552716557e+02,3.347800012237203759e+01
8.099999999999999645e+00,1.262903571410193706e+02,3.133232613533409605e+01
7.900000000000000355e+00,1.255234285696019754e+02,3.483157070990600346e+01
7.599999999999999645e+00,1.280319404743273708e+02,3.996706204298782694e+01
7.700000000000000178e+00,1.292746428552616749e+02,3.801146556231627471e+01
8.000000000000000000e+00,1.261120238076886437e+02,3.461816816751501591e+01
8.199999999999999289e+00,1.223567261886956601e+02,3.155753952477895297e+01
8.199999999999999289e+00,1.257508333315034150e+02,3.619556568097874560e+01
8.400000000000000355e+00,1.168478571411567799e+02,3.212363374701548935e+01
7.700000000000000178e+00,1.250373214267519018e+02,3.281900544700376798e+01
7.900000000000000355e+00,1.241546428553361636e+02,3.409560956503728590e+01
7.799999999999999822e+00,1.272724404743384241e+02,3.883093093560735554e+01
8.000000000000000000e+00,1.254578571410314964e+02,3.682978062901567284e+01
8.599999999999999645e+00,1.196860515855599232e+02,3.061915842921388986e+01
8.000000000000000000e+00,1.271258095219596100e+02,3.132942109102578598e+01
7.400000000000000355e+00,1.348366309504188223e+02,3.552310444999302774e+01
8.000000000000000000e+00,1.280729642838505811e+02,3.516188283149024585e+01
7.799999999999999822e+00,1.288162936489191281e+02,3.121690873867294158e+01
8.300000000000000711e+00,1.197158928554007673e+02,3.025122311046662915e+01
8.300000000000000711e+00,1.186557142857922997e+02,2.796046107932900071e+01
7.900000000000000355e+00,1.283157500074689494e+02,3.453714708591420646e+01
8.199999999999999289e+00,1.221534523880626466e+02,3.226510486900816943e+01
8.300000000000000711e+00,1.189041666735877953e+02,3.188533484514008620e+01
8.099999999999999645e+00,1.238568333405427495e+02,3.338515449322750328e+01
7.700000000000000178e+00,1.291385595313263934e+02,2.907202129021839099e+01
8.000000000000000000e+00,1.243723095310489555e+02,3.595307032752326393e+01
8.199999999999999289e+00,1.198360714355467991e+02,3.046530176468961670e+01
7.799999999999999822e+00,1.254782857215895291e+02,3.206418997788108527e+01
8.099999999999999645e+00,1.231438690547869612e+02,3.445809961055095982e+01
7.500000000000000000e+00,1.341742261982861635e+02,3.932943527209673107e+01
8.099999999999999645e+00,1.276612500074308656e+02,3.350036182231733051e+01
7.799999999999999822e+00,1.262182023882992610e+02,3.507912465010764436e+01
7.599999999999999645e+00,1.322233452457916485e+02,3.273892070692565426e+01
8.300000000000000711e+00,1.182215754037068081e+02,3.113615393343308213e+01
8.699999999999999289e+00,1.179382142925791896e+02,2.738935699575052496e+01
7.900000000000000355e+00,1.194986309593366798e+02,3.216508120917984570e+01
8.500000000000000000e+00,1.127066071494175219e+02,2.238303070699469544e+01
7.599999999999999645e+00,1.304767777853725192e+02,3.277146932261071299e+01
7.700000000000000178e+00,1.314418928647937719e+02,3.674658330091209990e+01
8.000000000000000000e+00,1.214846428642141944e+02,2.842426723184017234e+01
7.700000000000000178e+00,1.290697619122747142e+02,2.674681251967282236e+01
